PF00869	CL0543
PF00870	CL0073
PF00871	CL0108
PF00872	CL0219
PF00873	CL0322
PF00874	CL0166
PF00875	CL0039
PF00876	CL0375
PF00877	CL0125
PF00878	CL0226
PF00879	
PF00880	
PF00881	CL0529
PF00882	CL0368
PF00883	CL0035
PF00884	CL0088
PF00885	
PF00886	
PF00887	CL0632
PF00888	CL0020
PF00889	
PF00890	CL0063
PF00891	CL0063
PF00892	CL0184
PF00893	CL0184
PF00894	CL0055
PF00895	CL0255
PF00897	
PF00898	
PF00899	CL0063
PF00900	CL0021
PF00901	
PF00902	
PF00903	CL0104
PF00904	
PF00905	CL0013
PF00906	
PF00907	CL0073
PF00908	CL0029
PF00909	
PF00910	CL0023
PF00912	CL0037
PF00913	
PF00915	CL0055
PF00916	CL0062
PF00917	CL0389
PF00918	
PF00919	CL0304
PF00920	
PF00921	
PF00922	
PF00923	CL0036
PF00924	
PF00925	
PF00926	
PF00927	CL0159
PF00928	CL0448
PF00929	CL0219
PF00930	CL0186
PF00931	CL0023
PF00932	CL0159
PF00933	CL0058
PF00934	CL0352
PF00935	CL0167
PF00936	
PF00937	
PF00938	
PF00939	CL0182
PF00940	
PF00941	CL0077
PF00942	CL0203
PF00943	CL0159
PF00944	CL0124
PF00945	
PF00946	
PF00947	CL0124
PF00948	
PF00949	CL0124
PF00950	CL0142
PF00951	
PF00952	
PF00953	
PF00954	
PF00955	CL0062
PF00956	
PF00957	CL0445
PF00958	
PF00959	CL0037
PF00960	CL0159
PF00961	CL0324
PF00962	CL0034
PF00963	CL0203
PF00964	
PF00965	CL0353
PF00967	CL0199
PF00969	CL0343
PF00970	CL0076
PF00971	
PF00972	CL0027
PF00973	CL0156
PF00974	
PF00975	CL0028
PF00976	
PF00977	CL0036
PF00978	CL0027
PF00979	
PF00980	
PF00981	
PF00982	CL0113
PF00983	CL0055
PF00984	CL0106
PF00985	
PF00986	
PF00988	CL0364
PF00989	CL0183
PF00990	CL0276
PF00992	
PF00993	CL0343
PF00994	
PF00995	
PF00996	CL0063
PF00997	
PF00998	CL0027
PF00999	CL0064
PF01000	
PF01001	
PF01002	
PF01003	
PF01004	
PF01005	
PF01006	
PF01007	CL0030
PF01008	CL0246
PF01010	
PF01011	CL0186
PF01012	CL0039
PF01014	CL0334
PF01015	
PF01016	
PF01017	
PF01018	
PF01019	CL0052
PF01020	CL0167
PF01021	CL0523
PF01022	CL0123
PF01023	CL0220
PF01024	
PF01025	
PF01026	CL0034
PF01027	CL0453
PF01028	CL0382
PF01029	CL0633
PF01030	CL0022
PF01031	
PF01032	CL0142
PF01033	
PF01034	
PF01035	CL0123
PF01036	CL0192
PF01037	CL0032
PF01039	CL0127
PF01040	CL0613
PF01041	CL0061
PF01042	CL0534
PF01043	
PF01044	CL0705
PF01047	CL0123
PF01048	CL0408
PF01049	
PF01050	CL0029
PF01051	CL0123
PF01052	
PF01053	CL0061
PF01054	
PF01055	CL0058
PF01056	
PF01057	CL0023
PF01058	
PF01059	
PF01060	CL0287
PF01061	CL0181
PF01062	
PF01063	
PF01064	CL0117
PF01065	CL0611
PF01066	
PF01067	CL0202
PF01068	CL0078
PF01070	CL0036
PF01071	CL0179
PF01073	CL0063
PF01074	CL0158
PF01075	CL0113
PF01076	CL0169
PF01077	
PF01078	CL0023
PF01079	CL0363
PF01080	CL0130
PF01081	CL0036
PF01082	CL0612
PF01083	CL0028
PF01084	CL0123
PF01085	CL0170
PF01086	
PF01087	CL0265
PF01088	CL0125
PF01090	CL0123
PF01091	
PF01092	
PF01093	
PF01094	CL0144
PF01095	CL0268
PF01096	CL0167
PF01097	CL0054
PF01098	CL0142
PF01099	CL0370
PF01101	
PF01102	
PF01103	CL0193
PF01104	
PF01105	CL0521
PF01106	CL0232
PF01107	CL0571
PF01108	CL0159
PF01109	CL0053
PF01110	CL0053
PF01111	
PF01112	CL0052
PF01113	CL0063
PF01114	CL0621
PF01115	
PF01116	CL0036
PF01117	CL0345
PF01118	CL0063
PF01119	CL0329
PF01120	CL0058
PF01121	CL0023
PF01122	CL0059
PF01123	CL0658
PF01124	
PF01125	
PF01126	CL0230
PF01127	CL0335
PF01128	CL0110
PF01129	CL0084
PF01130	
PF01131	
PF01132	CL0021
PF01133	
PF01134	CL0063
PF01135	CL0063
PF01136	
PF01137	CL0290
PF01138	CL0329
PF01139	
PF01140	CL0074
PF01141	
PF01142	CL0649
PF01144	CL0246
PF01145	CL0433
PF01146	
PF01147	
PF01148	CL0234
PF01149	
PF01150	CL0108
PF01151	
PF01152	CL0090
PF01153	CL0644
PF01154	CL0046
PF01155	
PF01156	
PF01157	CL0107
PF01158	
PF01159	
PF01160	
PF01161	
PF01163	CL0016
PF01165	
PF01166	
PF01167	CL0395
PF01168	CL0036
PF01169	CL0292
PF01170	CL0063
PF01171	CL0039
PF01172	
PF01174	CL0014
PF01175	CL0063
PF01176	CL0021
PF01177	CL0399
PF01179	CL0103
PF01180	CL0036
PF01182	CL0246
PF01183	CL0058
PF01184	
PF01185	
PF01186	
PF01187	CL0082
PF01189	CL0063
PF01190	CL0287
PF01191	
PF01192	
PF01193	CL0509
PF01194	
PF01195	
PF01196	
PF01197	
PF01198	
PF01199	
PF01200	CL0021
PF01201	
PF01202	CL0023
PF01203	CL0401
PF01204	CL0059
PF01205	CL0329
PF01206	CL0397
PF01207	CL0036
PF01208	CL0160
PF01209	CL0063
PF01210	CL0063
PF01212	CL0061
PF01213	
PF01214	
PF01215	CL0045
PF01216	CL0172
PF01217	CL0431
PF01218	
PF01219	
PF01220	
PF01221	
PF01222	CL0115
PF01223	CL0263
PF01225	CL0063
PF01226	CL0716
PF01227	CL0334
PF01228	CL0339
PF01229	CL0058
PF01230	CL0265
PF01231	CL0380
PF01232	CL0063
PF01233	CL0257
PF01234	CL0063
PF01235	CL0062
PF01237	
PF01238	CL0029
PF01239	CL0020
PF01241	
PF01242	CL0334
PF01243	CL0336
PF01244	CL0034
PF01245	CL0107
PF01246	CL0175
PF01247	CL0575
PF01248	CL0101
PF01249	
PF01250	
PF01251	CL0652
PF01252	
PF01253	
PF01254	
PF01255	
PF01256	CL0118
PF01257	CL0172
PF01258	CL0167
PF01259	
PF01261	CL0036
PF01262	CL0063
PF01263	CL0103
PF01264	
PF01265	
PF01266	CL0063
PF01267	
PF01268	CL0023
PF01269	CL0063
PF01270	CL0059
PF01271	
PF01272	CL0487
PF01273	CL0648
PF01274	CL0151
PF01275	
PF01276	CL0061
PF01277	
PF01278	CL0193
PF01279	
PF01280	
PF01281	
PF01282	
PF01283	
PF01284	CL0396
PF01285	CL0123
PF01286	
PF01287	CL0021
PF01288	
PF01289	CL0293
PF01290	
PF01291	CL0053
PF01292	CL0328
PF01293	CL0374
PF01294	
PF01295	
PF01296	
PF01297	CL0043
PF01298	CL0193
PF01299	CL0721
PF01300	
PF01301	CL0058
PF01302	CL0010
PF01303	
PF01304	
PF01306	CL0015
PF01307	
PF01308	CL0193
PF01309	
PF01310	
PF01311	
PF01312	
PF01313	
PF01314	
PF01315	
PF01316	CL0123
PF01318	CL0055
PF01320	
PF01321	CL0356
PF01322	
PF01323	CL0172
PF01324	
PF01325	CL0123
PF01326	CL0179
PF01327	
PF01328	
PF01329	
PF01330	CL0021
PF01331	CL0078
PF01333	CL0105
PF01335	CL0041
PF01336	CL0021
PF01337	
PF01338	
PF01339	
PF01340	CL0057
PF01341	
PF01342	
PF01343	CL0127
PF01344	CL0186
PF01345	CL0159
PF01346	
PF01347	CL0020
PF01348	CL0359
PF01349	
PF01350	
PF01351	CL0219
PF01352	
PF01353	CL0069
PF01355	
PF01356	
PF01357	CL0159
PF01358	CL0063
PF01359	CL0219
PF01361	CL0082
PF01363	CL0390
PF01364	CL0093
PF01365	CL0020
PF01366	
PF01367	CL0464
PF01368	CL0137
PF01369	
PF01370	CL0063
PF01371	CL0123
PF01372	
PF01373	CL0058
PF01374	CL0037
PF01375	CL0084
PF01376	CL0658
PF01378	CL0072
PF01379	CL0177
PF01380	CL0067
PF01381	CL0123
PF01382	
PF01383	
PF01384	
PF01385	CL0219
PF01386	
PF01387	
PF01388	CL0123
PF01389	CL0193
PF01390	
PF01391	
PF01392	CL0644
PF01393	CL0049
PF01394	CL0020
PF01395	
PF01396	CL0167
PF01397	CL0059
PF01398	CL0366
PF01399	CL0123
PF01400	CL0126
PF01401	CL0126
PF01402	CL0057
PF01403	CL0186
PF01404	CL0202
PF01405	
PF01406	CL0039
PF01407	
PF01408	CL0063
PF01409	CL0040
PF01410	CL0422
PF01411	CL0040
PF01412	
PF01413	CL0056
PF01414	CL0001
PF01415	CL0053
PF01416	CL0649
PF01417	CL0009
PF01418	CL0123
PF01419	CL0568
PF01420	CL0477
PF01421	CL0126
PF01422	
PF01423	CL0527
PF01424	
PF01425	
PF01426	
PF01427	CL0170
PF01428	
PF01429	CL0081
PF01430	
PF01431	CL0126
PF01432	CL0126
PF01433	CL0126
PF01434	CL0126
PF01435	CL0126
PF01436	CL0186
PF01437	CL0630
PF01439	
PF01440	
PF01441	
PF01442	
PF01443	CL0023
PF01445	
PF01446	CL0169
PF01447	CL0126
PF01448	
PF01450	CL0106
PF01451	CL0031
PF01452	
PF01453	CL0186
PF01454	CL0123
PF01455	
PF01456	
PF01457	CL0126
PF01458	
PF01459	CL0193
PF01462	
PF01463	
PF01464	CL0037
PF01465	
PF01466	
PF01467	CL0039
PF01468	CL0598
PF01469	
PF01470	CL0379
PF01471	CL0244
PF01472	CL0178
PF01473	CL0694
PF01474	CL0036
PF01475	CL0123
PF01476	CL0187
PF01477	CL0321
PF01478	CL0130
PF01479	CL0492
PF01480	
PF01481	
PF01483	CL0202
PF01484	
PF01485	CL0229
PF01486	
PF01487	CL0036
PF01488	CL0063
PF01490	CL0062
PF01491	
PF01492	
PF01493	
PF01494	CL0063
PF01496	
PF01497	CL0043
PF01498	CL0123
PF01499	
PF01500	CL0520
PF01501	CL0110
PF01502	
PF01503	CL0231
PF01504	CL0016
PF01505	CL0666
PF01506	
PF01507	CL0039
PF01508	
PF01509	CL0649
PF01510	
PF01512	CL0105
PF01513	CL0240
PF01514	
PF01515	CL0270
PF01516	
PF01517	
PF01518	
PF01519	
PF01520	CL0035
PF01521	
PF01522	CL0158
PF01523	
PF01524	
PF01525	
PF01526	CL0219
PF01527	CL0123
PF01528	
PF01529	
PF01530	
PF01531	CL0113
PF01532	CL0059
PF01533	
PF01534	CL0192
PF01535	CL0020
PF01536	
PF01537	CL0011
PF01538	
PF01539	
PF01540	
PF01541	CL0418
PF01542	
PF01543	
PF01544	
PF01545	
PF01546	CL0035
PF01547	CL0177
PF01548	
PF01549	CL0213
PF01551	CL0105
PF01552	
PF01553	CL0228
PF01554	CL0222
PF01555	CL0063
PF01556	
PF01557	CL0377
PF01558	
PF01559	
PF01560	
PF01561	CL0543
PF01562	
PF01563	
PF01564	CL0063
PF01565	CL0077
PF01566	CL0062
PF01567	CL0159
PF01568	CL0332
PF01569	CL0525
PF01570	
PF01571	CL0289
PF01573	CL0571
PF01575	CL0050
PF01576	
PF01577	CL0124
PF01578	CL0328
PF01579	
PF01580	CL0023
PF01581	
PF01582	CL0173
PF01583	CL0023
PF01584	
PF01585	CL0449
PF01586	
PF01588	CL0021
PF01589	CL0543
PF01590	CL0161
PF01591	CL0023
PF01592	CL0233
PF01593	CL0063
PF01594	
PF01595	
PF01596	CL0063
PF01597	CL0105
PF01599	CL0167
PF01600	
PF01601	CL0595
PF01602	CL0020
PF01603	CL0020
PF01606	
PF01607	CL0155
PF01608	CL0705
PF01609	CL0219
PF01610	CL0219
PF01611	
PF01612	CL0219
PF01613	CL0336
PF01614	CL0161
PF01616	
PF01617	CL0193
PF01618	
PF01619	CL0086
PF01620	
PF01621	
PF01623	CL0140
PF01624	
PF01625	
PF01627	
PF01628	CL0161
PF01629	
PF01630	CL0058
PF01632	
PF01633	CL0016
PF01634	CL0177
PF01635	
PF01636	CL0016
PF01637	CL0023
PF01638	CL0123
PF01639	
PF01640	CL0125
PF01641	CL0080
PF01642	
PF01643	CL0050
PF01644	CL0110
PF01645	CL0036
PF01646	CL0236
PF01648	CL0670
PF01649	
PF01650	CL0093
PF01652	CL0625
PF01653	CL0078
PF01654	
PF01655	
PF01656	CL0023
PF01657	
PF01658	CL0139
PF01659	
PF01660	CL0696
PF01661	CL0223
PF01663	CL0088
PF01664	CL0326
PF01665	
PF01666	
PF01667	CL0167
PF01668	
PF01669	
PF01670	CL0004
PF01671	
PF01672	
PF01673	
PF01674	CL0028
PF01676	CL0088
PF01677	
PF01678	CL0288
PF01679	
PF01680	CL0036
PF01681	
PF01682	
PF01683	
PF01684	
PF01686	
PF01687	
PF01688	CL0011
PF01690	
PF01691	
PF01692	CL0577
PF01693	
PF01694	CL0207
PF01695	CL0023
PF01696	CL0268
PF01697	CL0110
PF01698	CL0003
PF01699	
PF01700	
PF01701	
PF01702	
PF01704	CL0110
PF01705	
PF01706	CL0436
PF01707	CL0125
PF01708	
PF01709	
PF01710	CL0123
PF01712	CL0023
PF01713	
PF01715	CL0023
PF01716	CL0193
PF01717	CL0160
PF01718	
PF01719	CL0169
PF01721	
PF01722	
PF01723	
PF01724	
PF01725	CL0269
PF01726	CL0123
PF01728	CL0063
PF01729	CL0036
